SmartLog JointAnalysis v1.0 - Tubing Thickness
188, 16, 16
Item,Top,Bottom,Length,NomOD,Weight,TNom,TMin,TMax,TAvg,TRmn,MaxLoss%,DptMxLos,AvLoss %,Defect %,Grade,Comment
55,1527.58060471041,1567.10678062494,39.5261759145244,4.5,11.6,0.25,0.239416214248062,0.297250282375892,0.246472736862972,0.00352726313702784,4.23351430077528,1551.53325195313,1.41090525481113,2.86300331011193,Light,
56,1569.10678062494,1590.18466691683,21.0778862918899,4.5,11.6,0.25,0.243229219800454,0.246675154489074,0.245411428606321,0.00458857139367919,2.7083120798186,1590.11650390625,1.83542855747167,0.889204230732025,Negligible,
57,1593.18466691683,1606.46165322367,13.2769863068424,4.5,11.6,0.25,0.244003682524085,0.249944843981634,0.245072968384267,0.00492703161573332,2.39852699036618,1605.11650390625,1.97081264629333,0.436313260998054,Negligible,
58,1608.46165322367,1630.03367888942,21.5720256657548,4.5,11.6,0.25,0.241787850298175,0.252939033714697,0.244974802366657,0.00502519763334261,3.28485988072984,1630.03325195313,2.01007905333704,1.30093056007941,Light,
59,1633.03367888942,1646.63076456582,13.5970856763995,4.5,11.6,0.25,0.241868929205171,0.245110262926023,0.243265997804118,0.00673400219588247,3.25242831793175,1645.78325195313,2.69360087835299,0.574296700549112,Light,
60,1648.63076456582,1668.53644045754,19.9056758917179,4.5,11.6,0.25,0.240417298446303,0.263905838602122,0.244008567939717,0.00599143206028296,3.83308062147889,1668.53325195313,2.39657282411319,1.47178007876408,Light,
61,1671.53644045754,1687.88552756587,16.3490871083327,4.5,11.6,0.25,0.242252896189129,0.265854446664222,0.243315647811783,0.00668435218821711,3.09884152434822,1677.36650390625,2.67374087528685,0.436778987381659,Light,
62,1689.88552756587,1707.45760033069,17.5720727648118,4.5,11.6,0.25,0.241264626078345,0.245081957087438,0.242124923365551,0.00787507663444922,3.49414956866196,1707.45,3.15003065377969,0.355311330716187,Light,
63,1713.15903789436,1728.59746473698,15.4384268426138,4.5,11.6,0.25,0.240619680190206,0.254629927693709,0.243448985207745,0.00655101479225548,3.75212792391741,1713.23999023438,2.62040591690219,1.16217572857151,Light,
64,1730.59746473698,1748.80016402194,18.202699284963,4.5,11.6,0.25,0.244458302184463,0.271432917842856,0.247742125473037,0.00225787452696258,2.21667912621477,1748.73999023438,0.903149810785031,1.32550057133168,Negligible,
65,1751.80016402194,1769.85222773703,18.0520637150873,4.5,11.6,0.25,0.231931400259444,0.28824855054663,0.247006911403023,0.00299308859697661,7.22743989622243,1768.15649414062,1.19723543879064,6.10327502900591,Negligible,
